EV Sahibi,Deplasman,Skor,EV GOL,DEP GOL,TOPLAM GOL,SONUÇ,1.5-ALT/ÜST,2.5-ALT/ÜST,3.5-ALT/ÜST,4.5-ALT/ÜST,MS-1,MS-X,MS-2,ÇŞ-1X,ÇŞ-12,ÇŞ-X2,H:02-1,H:02-X,H:02-2,H:01-1,H:01-X,H:01-2,H:10-1,H:10-X,H:10-2,H:20-1,H:20-X,H:20-2,ALL
Venados,CF Cafetaleros De Chiapas,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.75,2.85,3.30,1.15,1.25,1.55,5.75,3.90,1.15,3.00,2.95,1.55,1.15,3.60,6.50,1.02,4.40,10.00,ALL
CA Defensores De Belgrano,CD Santamarina Tandil,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.67,2.70,3.95,1.15,1.25,1.62,6.00,3.70,1.15,3.00,2.75,1.67,1.10,3.60,8.50,1.00,4.20,14.00,ALL
Alanyaspor,Gaziantep,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.55,3.25,4.10,1.10,1.22,1.85,3.65,3.80,1.30,2.20,3.30,1.85,1.10,4.20,6.50,1.00,4.70,10.00,ALL
Denizlispor,Gençlerbirliği,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.15,3.05,2.45,1.30,1.25,1.38,6.50,4.25,1.10,3.55,3.35,1.38,1.30,3.50,4.20,1.06,4.40,7.50,ALL
AS Ain Mlila,NA Hussein Dey,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.35,3.25,5.50,1.05,1.15,1.95,3.90,3.30,1.35,2.10,2.70,1.95,1.05,3.90,12.00,1.00,1.00,1.00,ALL
Melbourne City FC,W.SydneyWan.,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.65,3.10,3.30,1.15,1.20,1.62,4.50,3.90,1.20,2.55,3.20,1.62,1.15,3.90,5.75,1.02,4.60,9.50,ALL
I Pavlodar,FC Kyzyl-Zhar SK,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.50,3.20,4.25,1.08,1.18,1.80,4.00,3.60,1.30,2.25,2.95,1.80,1.08,4.00,8.00,1.00,4.40,12.00,ALL
Fehervar,Diosgyör,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.45,3.40,4.25,1.08,1.15,1.85,3.75,3.60,1.30,2.15,3.10,1.85,1.08,4.00,7.25,1.00,4.50,12.00,ALL
Bursaspor,Boluspor,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.45,3.20,4.75,1.08,1.18,1.85,3.90,3.50,1.30,2.20,2.95,1.85,1.08,4.00,8.25,1.00,4.40,12.50,ALL
Fatih Karagümrük,Altay,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.10,2.80,2.65,1.25,1.25,1.40,6.75,4.25,1.10,3.60,3.20,1.40,1.25,3.40,5.00,1.05,4.40,9.00,ALL
Johor Darul,Felda United,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.08,5.25,12.00,1.00,1.02,2.90,1.70,3.40,2.45,1.25,3.60,2.90,1.00,4.25,12.50,1.00,1.00,1.00,ALL
Hampton&Rich,Oxford City,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.85,3.10,2.80,1.20,1.20,1.50,5.25,4.00,1.15,2.95,3.30,1.50,1.20,3.75,4.75,1.05,4.60,8.00,ALL
Club Bolivar,J Wilsterman,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.35,3.75,4.60,1.10,1.12,2.00,2.95,3.60,1.45,1.85,3.25,2.20,1.08,4.40,7.50,1.00,4.60,10.00,ALL
C Rangers,Tonbridge,3-3,3,3,6,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.15,2.90,2.45,1.30,1.25,1.40,6.50,4.25,1.10,3.60,3.30,1.40,1.30,3.50,4.25,1.05,4.40,7.50,ALL
Ujpest,Paksi,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.70,3.00,3.25,1.15,1.20,1.60,5.25,3.90,1.18,2.80,3.00,1.65,1.15,3.75,6.00,1.02,4.50,10.00,ALL
FC Baniyas,AL Ittihad Kalba,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.70,3.30,2.95,1.20,1.18,1.60,5.00,3.90,1.18,2.80,3.10,1.62,1.20,3.60,5.50,1.02,4.50,9.00,ALL
Atletico De Rafaela,All Boys,3-2,3,2,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,1.85,2.65,3.30,1.15,1.25,1.50,6.25,3.90,1.12,3.25,2.95,1.50,1.15,3.55,6.50,1.00,4.30,11.00,ALL
East.Borough,Maidst. Utd,3-0,3,0,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.15,2.85,2.45,1.30,1.25,1.35,6.75,4.25,1.08,3.60,3.40,1.35,1.30,3.50,4.25,1.05,4.40,7.50,ALL
USM Alger,MC Oran,4-1,4,1,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.05,2.55,2.95,1.20,1.30,1.40,8.00,4.00,1.08,4.00,2.90,1.40,1.20,3.30,6.25,1.02,4.25,12.00,ALL
Estudiantes Caseros,Club Atletico Temperley,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.20,2.80,2.45,1.28,1.25,1.38,7.75,4.10,1.08,4.00,3.15,1.38,1.22,3.35,4.70,1.05,4.25,10.00,ALL
FC Lviv,Karpaty Lviv,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.15,2.85,2.50,1.30,1.25,1.40,7.50,4.25,1.08,3.90,3.10,1.40,1.30,3.30,4.75,1.05,4.25,8.50,ALL
Southern United,Team Wellington,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,4.25,3.50,1.45,1.85,1.15,1.12,9.00,5.00,1.02,6.25,4.60,1.08,1.90,3.60,1.90,1.45,3.90,2.85,ALL
Darlington,Farsley Celt,2-4,2,4,6,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.00,2.90,2.65,1.25,1.45,1.45,6.25,4.25,1.12,3.40,3.25,1.45,1.25,3.50,4.75,1.05,4.40,8.25,ALL
SC Dnipro-1,Mariupol,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.05,2.85,2.65,1.25,1.25,1.40,6.50,4.25,1.12,3.50,3.20,1.40,1.25,3.50,4.75,1.05,4.40,8.50,ALL
Welling Utd,Billericay,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.05,2.90,2.55,1.25,1.25,1.40,6.25,4.25,1.12,3.50,3.30,1.40,1.25,3.50,4.40,1.05,4.40,8.00,ALL
Independient,Velez Sarsfield,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.35,2.55,2.45,1.28,1.30,1.30,9.00,4.20,1.06,4.60,3.15,1.30,1.28,3.20,4.80,1.05,4.25,9.25,ALL
Arsenal Tula,Rubin Kazan,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.00,2.60,2.90,1.20,1.30,1.45,7.25,4.00,1.08,3.90,3.00,1.40,1.20,3.40,5.75,1.02,4.25,10.00,ALL
Bradford P A,Curzon Ashto,0-2,0,2,2,MS - 2,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.25,2.85,2.35,1.30,1.25,1.35,7.25,4.25,1.08,3.90,3.30,1.35,1.30,3.40,4.00,1.08,4.25,7.50,ALL
Weymouth,Slough Town,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.05,2.90,2.65,1.25,1.25,1.45,6.25,4.25,1.12,3.40,3.25,1.45,1.25,3.50,4.75,1.05,4.40,8.50,ALL
XolosTijuana,CF Pachuca,3-2,3,2,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.05,2.90,2.65,1.25,1.25,1.45,6.25,4.25,1.12,3.40,3.25,1.45,1.25,3.60,4.60,1.05,4.40,8.25,ALL
Chippenham,Wealdstone,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.75,2.95,1.90,1.45,1.20,1.20,8.50,4.50,1.05,5.00,3.60,1.20,1.45,3.20,3.20,1.12,4.00,5.75,ALL
Telford,Kettering,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.25,2.85,2.35,1.30,1.25,1.35,7.00,4.25,1.08,3.90,3.40,1.35,1.30,3.40,4.00,1.08,4.40,7.50,ALL
Dulwich,H Hempstead,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.10,2.85,2.50,1.25,1.25,1.40,6.75,4.25,1.08,3.60,3.25,1.40,1.25,3.40,4.50,1.05,4.40,8.25,ALL
Baroka FC,Black Leopar,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.10,2.70,2.65,1.25,1.25,1.40,7.50,4.00,1.08,3.90,3.10,1.40,1.25,3.40,5.00,1.05,4.25,9.50,ALL
AFC Fylde,Aldershot,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.75,3.10,3.20,1.15,1.20,1.60,5.00,3.90,1.20,2.75,3.10,1.60,1.15,3.75,5.75,1.02,4.50,9.50,ALL
Mezokovesd Z,Puskas Akad,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.95,2.90,2.80,1.20,1.25,1.45,6.25,4.00,1.12,3.30,3.10,1.45,1.20,3.50,5.25,1.05,4.40,9.00,ALL
Guadalajara Chivas,CF Monterrey,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.40,2.80,2.35,1.30,1.25,1.35,7.25,4.25,1.08,4.00,3.40,1.35,1.30,3.40,4.25,1.08,4.25,7.50,ALL
CA Bizertin,US Tataouine,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.05,2.60,2.85,1.20,1.30,1.40,7.50,4.00,1.08,3.75,3.00,1.40,1.20,3.40,6.00,1.02,4.25,10.00,ALL
Union Santa,Arsenal Sarandi,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.15,2.75,2.55,1.25,1.25,1.38,7.00,4.20,1.08,3.80,3.20,1.38,1.25,3.40,4.70,1.05,4.30,8.50,ALL
Leones Negros Udeg,CD Mineros De Zacatecas,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.05,2.80,2.65,1.25,1.25,1.40,7.00,4.00,1.08,3.60,3.10,1.40,1.25,3.40,5.00,1.05,4.40,9.00,ALL
Okzhetpes K,K Kyzylorda,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.20,2.70,2.50,1.25,1.25,1.35,8.00,4.25,1.08,4.00,3.20,1.35,1.25,3.30,4.75,1.05,4.25,9.00,ALL
Akhisarspor,Bşb Erzurum,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.95,2.85,2.85,1.20,1.25,1.45,6.25,4.00,1.12,3.30,3.10,1.45,1.20,3.50,5.25,1.02,4.40,9.50,ALL
FK Kaspyi Aktau,FC Astana,2-3,2,3,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,6.00,3.75,1.25,2.20,1.12,1.05,10.00,4.25,1.05,2.20,3.00,1.75,1.55,3.30,2.85,1.00,1.00,1.00,ALL
Hougang United FC,Geylang,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.55,3.40,3.60,1.12,1.18,1.70,4.00,3.75,1.25,2.30,3.20,1.70,1.12,4.00,6.25,1.02,4.60,9.50,ALL
Deportivo Toluca,Atlas FC,2-3,2,3,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,1.60,3.10,3.75,1.12,1.20,1.70,4.40,3.75,1.25,2.45,3.10,1.70,1.12,3.90,6.75,1.02,4.50,10.00,ALL
Shinnik Yar.,Rotor,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.45,2.60,2.30,1.35,1.30,1.30,8.00,4.40,1.05,4.50,3.40,1.30,1.30,3.30,4.00,1.08,4.25,7.50,ALL
Adelaide Utd,New. jets,0-3,0,3,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.95,3.25,2.50,1.25,1.20,1.45,5.25,4.25,1.15,3.00,3.50,1.45,1.25,3.75,4.00,1.08,4.60,7.00,ALL
CA Huracan,Talleres,0-3,0,3,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.85,2.60,2.25,1.35,1.28,1.25,9.50,4.25,1.00,5.10,3.25,1.25,1.35,3.10,4.25,1.06,4.10,8.25,ALL
CA Tigre,Instituto AC Cordoba,0-3,0,3,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.62,2.80,4.10,1.08,1.22,1.67,5.00,3.70,1.22,2.65,2.90,1.67,1.08,3.80,8.00,1.00,4.30,13.00,ALL
Coquimbo Unido,Dep. Iquique,0-3,0,3,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.70,3.00,3.30,1.15,1.20,1.60,5.00,3.90,1.20,2.70,3.10,1.60,1.15,3.75,6.00,1.02,4.50,10.00,ALL
AS Marsa,Esperance Sportive De Tun,0-2,0,2,2,MS - 2,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,7.50,3.50,1.25,2.20,1.12,1.02,12.00,4.25,1.02,2.20,3.10,1.70,1.55,3.30,2.75,1.00,1.00,1.00,ALL
Eastern Suburbs AFC,Auckland City,0-2,0,2,2,MS - 2,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,3.20,3.40,1.62,1.65,1.15,1.15,8.00,4.75,1.02,5.50,4.25,1.12,1.80,3.40,2.10,1.35,3.75,3.40,ALL
Sochi,Krasnodar,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,3.10,2.90,1.85,1.50,1.25,1.18,9.50,4.50,1.02,5.50,3.60,1.18,1.50,3.10,3.00,1.15,4.00,5.75,ALL
Chertanovo,FC Mordovia Saransk,3-0,3,0,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.12,4.75,9.00,1.00,1.05,2.70,2.35,3.00,1.85,1.45,2.85,2.70,1.00,4.00,15.00,1.00,1.00,1.00,ALL
Club Sportif Sfaxien,AS Djerba,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.20,4.00,7.25,1.02,1.08,2.40,2.75,3.10,1.62,1.65,2.85,2.40,1.02,4.00,12.50,1.00,1.00,1.00,ALL
CS Constantine,US Biskra,3-0,3,0,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.35,3.25,6.25,1.02,1.15,2.05,3.60,3.30,1.40,2.00,2.75,2.05,1.02,4.00,12.00,1.00,1.00,1.00,ALL
CS Chebba,Sporting Ben Arous,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.40,3.10,5.25,1.05,1.18,1.90,3.90,3.40,1.35,2.15,2.85,2.05,1.05,4.00,9.50,1.00,4.25,15.00,ALL
Hatayspor,Ümraniyespor,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.70,2.90,3.25,1.15,1.20,1.60,5.00,3.90,1.20,2.75,3.10,1.55,1.15,3.75,6.25,1.02,4.50,10.00,ALL
SKA-Khabaro.,Nizhny Novgo,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.35,2.60,2.40,1.30,1.25,1.30,8.00,4.25,1.05,4.25,3.30,1.30,1.30,3.30,4.40,1.05,4.25,8.25,ALL
Bali Pusam,Madura Utd.,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.50,3.25,4.25,1.08,1.18,1.80,3.90,3.60,1.30,2.25,3.00,1.80,1.08,4.00,7.50,1.00,4.50,12.00,ALL
FC Baltika Kaliningrad,Armavir,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.65,2.75,3.90,1.12,1.25,1.62,5.25,3.75,1.20,2.75,2.95,1.62,1.12,3.75,7.50,1.00,4.40,12.00,ALL
EGS Gafsa,Stade Tunisien,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,3.20,2.75,1.85,1.50,1.25,1.18,10.00,4.40,1.02,6.25,3.50,1.18,1.50,3.00,3.25,1.12,3.90,6.25,ALL
Taraz,FC Ordabasy,3-2,3,2,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,3.75,2.90,1.65,1.62,1.20,1.12,12.00,4.40,1.00,7.25,3.75,1.12,1.62,2.90,2.75,1.20,3.75,5.25,ALL
Persib Bandung,PSS Sleman,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.20,4.00,6.50,1.02,1.08,2.30,2.60,3.25,1.65,1.62,3.00,2.30,1.02,4.25,10.00,1.00,1.00,1.00,ALL
ES Setif,JS Kabylie,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.70,2.90,3.60,1.15,1.25,1.60,5.75,3.75,1.15,3.00,2.85,1.62,1.12,3.60,7.25,1.00,4.25,12.00,ALL
T.Telec Ivan,Torpedo Mosk,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,5.50,3.10,1.40,1.90,1.18,1.05,12.50,4.40,1.00,9.50,4.25,1.05,1.90,3.00,2.05,1.35,3.50,3.60,ALL
Isloch,FC Dinamo Brest,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,3.60,3.10,1.62,1.65,1.20,1.12,10.00,4.50,1.02,6.50,3.90,1.12,1.65,3.10,2.55,1.20,3.75,4.60,ALL
Guillermo Brown,CA Atlanta,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.50,2.70,2.20,1.35,1.25,1.28,9.75,4.20,1.00,5.10,3.20,1.28,1.35,3.05,4.30,1.06,4.10,8.50,ALL
CSKA Moskova,FC Ufa,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.45,3.10,4.75,1.08,1.18,1.85,4.25,3.50,1.30,2.30,2.80,1.85,1.08,3.90,9.50,1.00,4.25,15.00,ALL
Zory Luhansk,Shakhtar Donetsk,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,3.50,3.40,1.60,1.70,1.18,1.12,9.50,4.60,1.02,6.00,4.00,1.12,1.70,3.25,2.35,1.25,3.75,4.00,ALL
CA Brown De Adrogue,Tucuman,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.65,2.40,2.35,1.30,1.32,1.25,10.00,4.25,1.00,5.40,3.20,1.25,1.30,3.10,4.70,1.05,4.20,9.25,ALL
Fakel,Vladivostok,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.85,2.60,3.40,1.15,1.25,1.50,5.75,3.90,1.15,3.10,3.00,1.50,1.15,3.75,6.50,1.02,4.40,12.00,ALL
Mirassol FC SP,Santo Andre,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.50,3.00,4.40,1.08,1.20,1.75,4.60,3.50,1.25,2.45,2.80,1.75,1.08,3.90,9.00,1.00,4.25,12.50,ALL
PSM Makassar,Barito Pute,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.45,3.40,4.25,1.08,1.15,1.85,3.75,3.60,1.30,2.15,3.00,1.85,1.08,4.00,7.50,1.00,4.50,12.00,ALL
Dinamo Kiev,Desna Chernihiv,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.30,3.75,5.25,1.05,1.12,2.05,3.10,3.40,1.45,1.85,3.00,2.05,1.05,4.25,9.00,1.00,4.40,12.50,ALL
Sporting FC,B’Fon Celtic,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,5.00,3.00,1.45,1.80,1.20,1.05,12.50,4.40,1.00,9.00,4.00,1.05,1.80,3.00,2.20,1.30,3.60,3.90,ALL
Sachtor K,K Almaty,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,4.25,3.20,1.50,1.80,1.18,1.08,12.00,4.40,1.00,8.00,4.00,1.08,1.80,2.95,2.25,1.30,3.60,4.00,ALL
Adanaspor,Keçiörengücü,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.95,2.85,1.90,1.50,1.25,1.20,10.00,4.40,1.02,5.50,3.50,1.20,1.50,3.00,3.25,1.12,4.00,6.25,ALL
Nueva Chicago,Ferro Carril Oeste,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.55,2.50,2.35,1.30,1.30,1.25,9.50,4.25,1.00,5.10,3.25,1.25,1.30,3.15,4.60,1.06,4.20,9.00,ALL
Olimpik Donetsk,Vorskla Poltava,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.00,2.85,2.70,1.25,1.25,1.45,6.50,4.00,1.12,3.50,3.10,1.45,1.25,3.40,5.00,1.05,4.40,9.00,ALL
Trabzonspor,Başakşehir,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.00,3.20,2.55,1.28,1.25,1.45,6.00,4.10,1.12,3.30,3.25,1.45,1.28,3.50,4.40,1.06,4.40,7.75,ALL
Chayka Pesch,Avangard Kur,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.85,2.70,3.30,1.15,1.25,1.50,5.50,4.00,1.15,3.00,3.10,1.50,1.15,3.75,6.00,1.02,4.50,10.00,ALL
Corinthians,Ituano FC SP,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.30,3.50,6.50,1.02,1.12,2.15,3.30,3.20,1.45,1.85,2.75,2.15,1.02,4.00,12.00,1.00,1.00,1.00,ALL
Neftekhimik,Khimki,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.55,2.60,2.25,1.35,1.30,1.30,8.25,4.40,1.05,4.60,3.50,1.25,1.35,3.30,3.90,1.08,4.25,7.25,ALL
Osmanlıspor,Giresunspor,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.40,2.85,2.25,1.35,1.25,1.30,8.00,4.25,1.05,4.25,3.40,1.30,1.35,3.30,4.00,1.08,4.25,7.25,ALL
Nacional Potosi,Real Potosi,4-0,4,0,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.70,3.30,3.10,1.20,1.18,1.60,4.25,4.00,1.25,2.50,3.40,1.65,1.18,4.00,5.00,1.05,4.75,8.00,ALL
Tira-Persika,Persita Tangerang,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.60,3.20,3.60,1.12,1.18,1.70,4.75,3.60,1.25,2.55,2.90,1.70,1.12,3.75,7.00,1.00,4.40,12.00,ALL
Galatasaray,Beşiktaş,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.70,3.20,3.30,1.15,1.25,1.65,4.70,3.90,1.20,2.65,3.15,1.65,1.15,3.85,5.75,1.00,4.60,9.50,ALL
Uitm FC,Pdrm FA,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.85,3.20,2.80,1.20,1.20,1.50,5.00,4.00,1.18,2.85,3.30,1.50,1.20,3.75,4.75,1.05,4.60,8.00,ALL
Wellington P,Melbourne Victory,3-0,3,0,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.85,3.10,2.90,1.20,1.20,1.50,5.00,4.00,1.18,2.85,3.30,1.50,1.20,3.75,5.00,1.05,4.60,8.25,ALL
US Monastir,Club Africain,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.20,2.60,2.60,1.25,1.25,1.35,8.50,4.00,1.08,4.25,3.00,1.35,1.25,3.20,5.25,1.05,4.25,10.00,ALL
Y Krasnoyars,Spartak-2 M.,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.20,2.65,2.60,1.30,1.25,1.40,7.00,4.25,1.08,3.75,3.25,1.35,1.25,3.50,4.75,1.05,4.40,8.50,ALL
Menemenspor,İstanbulspor,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.35,2.75,2.30,1.30,1.25,1.30,8.00,4.25,1.08,4.25,3.30,1.30,1.30,3.30,4.00,1.08,4.25,7.50,ALL
Kedah,Selangor FA,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.15,3.30,2.20,1.35,1.20,1.50,5.75,4.40,1.12,3.40,3.60,1.35,1.35,3.60,3.50,1.10,4.40,6.00,ALL
Kayserispor,Yeni Malatyaspor,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.50,3.00,2.15,1.38,1.28,1.30,8.00,4.30,1.06,4.40,3.35,1.30,1.38,3.20,3.70,1.08,4.20,7.00,ALL
FK Rostov,Lokomotiv Moskova,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.10,2.70,2.65,1.25,1.25,1.40,7.25,4.25,1.08,3.75,3.10,1.40,1.25,3.40,5.00,1.05,4.40,9.00,ALL
Quilmes Atletico Club,Gimnasia Y Esgrima Jujuy,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.00,2.45,3.15,1.15,1.30,1.45,7.75,4.00,1.08,3.80,2.90,1.45,1.15,3.40,6.75,1.00,4.25,12.00,ALL
